'Titulo','Direção','Nota','Link','Ano','Categoria'
'Luzes da Cidade','N/A','4.6','Https://www.adorocinema.com/filmes/filme-2256/','4,6','N,/,A'
'Eu Só Posso Imaginar','N/A','2.2','Https://www.adorocinema.com/filmes/filme-253104/','2,2','N,/,A'
'Psicose','N/A','4.6','Https://www.adorocinema.com/filmes/filme-1603/','4,6','N,/,A'
'O Menino do Pijama Listrado','N/A','4.6','Https://www.adorocinema.com/filmes/filme-135215/','4,6','N,/,A'
'Diário de uma Paixão','N/A','4.6','Https://www.adorocinema.com/filmes/filme-47422/','4,6','N,/,A'
'Your Name','N/A','4.6','Https://www.adorocinema.com/filmes/filme-249877/','4,6','N,/,A'
'O Exterminador do Futuro 2 - O Julgamento Final','N/A','4.6','Https://www.adorocinema.com/filmes/filme-7124/','4,6','N,/,A'
'El cuerpo','N/A','4.6','Https://www.adorocinema.com/filmes/filme-215345/','4,6','N,/,A'
'Som da Liberdade','N/A','4.6','Https://www.adorocinema.com/filmes/filme-267218/','4,6','N,/,A'
'Tropa de Elite','N/A','4.6','Https://www.adorocinema.com/filmes/filme-133548/','4,6','N,/,A'
'12 Anos de Escravidão','N/A','3.9','Https://www.adorocinema.com/filmes/filme-196885/','3,9','N,/,A'
'A Paixão de Cristo','N/A','4.6','Https://www.adorocinema.com/filmes/filme-47326/','4,6','N,/,A'
'A Felicidade Não Se Compra','N/A','4.6','Https://www.adorocinema.com/filmes/filme-5762/','4,6','N,/,A'
'Clube da Luta','N/A','4.6','Https://www.adorocinema.com/filmes/filme-21189/','4,6','N,/,A'
'O Poderoso Chefão 3','N/A','4.6','Https://www.adorocinema.com/filmes/filme-6608/','4,6','N,/,A'
'De Volta para o Futuro 2','N/A','4.6','Https://www.adorocinema.com/filmes/filme-5247/','4,6','N,/,A'
'Star Wars','N/A','4.6','Https://www.adorocinema.com/filmes/filme-25801/','4,6','N,/,A'
'Monstros S.A.','N/A','4.3','Https://www.adorocinema.com/filmes/filme-26862/','4,3','N,/,A'
'Questão de Tempo','N/A','3.4','Https://www.adorocinema.com/filmes/filme-201760/','3,4','N,/,A'
'Shrek','N/A','4.6','Https://www.adorocinema.com/filmes/filme-27415/','4,6','N,/,A'
'...E o Vento Levou','N/A','4.6','Https://www.adorocinema.com/filmes/filme-27782/','4,6','N,/,A'
'O Quarto de Jack','N/A','4.1','Https://www.adorocinema.com/filmes/filme-228263/','4,1','N,/,A'
'O Óleo de Lorenzo','N/A','4.6','Https://www.adorocinema.com/filmes/filme-35570/','4,6','N,/,A'
'Estrelas Além do Tempo','N/A','3.5','Https://www.adorocinema.com/filmes/filme-219070/','3,5','N,/,A'
'Star Wars: O Retorno de Jedi','N/A','4.6','Https://www.adorocinema.com/filmes/filme-25803/','4,6','N,/,A'
'Túmulo dos Vaga-Lumes','N/A','4.6','Https://www.adorocinema.com/filmes/filme-10251/','4,6','N,/,A'
'Sociedade dos Poetas Mortos','N/A','4.6','Https://www.adorocinema.com/filmes/filme-5280/','4,6','N,/,A'
'Scarface','N/A','4.6','Https://www.adorocinema.com/filmes/filme-900/','4,6','N,/,A'
'Guardiões da Galáxia','N/A','3.8','Https://www.adorocinema.com/filmes/filme-196604/','3,8','N,/,A'
'Star Wars: O Despertar da Força','N/A','4.1','Https://www.adorocinema.com/filmes/filme-215097/','4,1','N,/,A'
'Como Treinar o seu Dragão 2','N/A','4.0','Https://www.adorocinema.com/filmes/filme-181290/','4,0','N,/,A'
'Pulp Fiction - Tempo de Violência','N/A','4.6','Https://www.adorocinema.com/filmes/filme-10126/','4,6','N,/,A'
'O Garoto','N/A','4.6','Https://www.adorocinema.com/filmes/filme-2255/','4,6','N,/,A'
'A Viagem de Chihiro','N/A','4.6','Https://www.adorocinema.com/filmes/filme-37485/','4,6','N,/,A'
'Klaus','N/A','4.6','Https://www.adorocinema.com/filmes/filme-262273/','4,6','N,/,A'
'Um Estranho no Ninho','N/A','4.6','Https://www.adorocinema.com/filmes/filme-2072/','4,6','N,/,A'
'Mary & Max - Uma Amizade Diferente','N/A','4.6','Https://www.adorocinema.com/filmes/filme-139621/','4,6','N,/,A'
'Os Dez Mandamentos','N/A','4.6','Https://www.adorocinema.com/filmes/filme-81064/','4,6','N,/,A'
'Rocky, um Lutador','N/A','4.6','Https://www.adorocinema.com/filmes/filme-28251/','4,6','N,/,A'
'Mulan','N/A','4.6','Https://www.adorocinema.com/filmes/filme-18793/','4,6','N,/,A'
'Prenda-me Se For Capaz','N/A','4.6','Https://www.adorocinema.com/filmes/filme-35973/','4,6','N,/,A'
'Harry Potter e o Cálice de Fogo','N/A','4.6','Https://www.adorocinema.com/filmes/filme-53756/','4,6','N,/,A'
'Os Bons Companheiros','N/A','4.5','Https://www.adorocinema.com/filmes/filme-5969/','4,5','N,/,A'
'Whiplash - Em Busca da Perfeição','N/A','4.2','Https://www.adorocinema.com/filmes/filme-225953/','4,2','N,/,A'
'Harry Potter e a Pedra Filosofal','N/A','4.5','Https://www.adorocinema.com/filmes/filme-29276/','4,5','N,/,A'
'Harry Potter e as Relíquias da Morte - Parte 1','N/A','4.5','Https://www.adorocinema.com/filmes/filme-126693/','4,5','N,/,A'
'Ilha do Medo','N/A','4.5','Https://www.adorocinema.com/filmes/filme-132039/','4,5','N,/,A'
'X-Men: Dias de um Futuro Esquecido','N/A','3.7','Https://www.adorocinema.com/filmes/filme-195128/','3,7','N,/,A'
'O Gigante de Ferro','N/A','4.5','Https://www.adorocinema.com/filmes/filme-21709/','4,5','N,/,A'
'Crepúsculo dos Deuses','N/A','4.5','Https://www.adorocinema.com/filmes/filme-836/','4,5','N,/,A'
'O Pacto','N/A','4.5','Https://www.adorocinema.com/filmes/filme-297981/','4,5','N,/,A'
'A Teoria de Tudo','N/A','3.1','Https://www.adorocinema.com/filmes/filme-222221/','3,1','N,/,A'
'Harry Potter e a Câmara Secreta','N/A','4.5','Https://www.adorocinema.com/filmes/filme-41245/','4,5','N,/,A'
'Gênio Indomável','N/A','4.5','Https://www.adorocinema.com/filmes/filme-363/','4,5','N,/,A'
'Green Book - O Guia','N/A','3.7','Https://www.adorocinema.com/filmes/filme-256661/','3,7','N,/,A'
'Corajosos','N/A','4.5','Https://www.adorocinema.com/filmes/filme-186166/','4,5','N,/,A'
'Piratas do Caribe - A Maldição do Pérola Negra','N/A','4.5','Https://www.adorocinema.com/filmes/filme-46117/','4,5','N,/,A'
'Central do Brasil','N/A','4.5','Https://www.adorocinema.com/filmes/filme-19250/','4,5','N,/,A'
'Uma Mente Brilhante','N/A','4.5','Https://www.adorocinema.com/filmes/filme-28384/','4,5','N,/,A'
'Curtindo a Vida Adoidado','N/A','4.5','Https://www.adorocinema.com/filmes/filme-46543/','4,5','N,/,A'
'Capitão América 2 - O Soldado Invernal','N/A','3.8','Https://www.adorocinema.com/filmes/filme-193113/','3,8','N,/,A'
'Uma Lição de Amor','N/A','4.5','Https://www.adorocinema.com/filmes/filme-28904/','4,5','N,/,A'
'O Conde de Monte Cristo','N/A','4.5','Https://www.adorocinema.com/filmes/filme-29118/','4,5','N,/,A'
'Rush - No Limite da Emoção','N/A','4.1','Https://www.adorocinema.com/filmes/filme-195370/','4,1','N,/,A'
'O Lobo de Wall Street','N/A','4.2','Https://www.adorocinema.com/filmes/filme-127524/','4,2','N,/,A'
'A Forja - O Poder da Transformação','N/A','4.5','Https://www.adorocinema.com/filmes/filme-313384/','4,5','N,/,A'
'Robô Selvagem','N/A','4.5','Https://www.adorocinema.com/filmes/filme-268384/','4,5','N,/,A'
'Orgulho e Preconceito','N/A','4.5','Https://www.adorocinema.com/filmes/filme-59068/','4,5','N,/,A'
'Mad Max: Estrada da Fúria','N/A','4.3','Https://www.adorocinema.com/filmes/filme-125054/','4,3','N,/,A'
'Escritores da Liberdade','N/A','4.5','Https://www.adorocinema.com/filmes/filme-60975/','4,5','N,/,A'
'Os Caçadores da Arca Perdida','N/A','4.5','Https://www.adorocinema.com/filmes/filme-121/','4,5','N,/,A'
'Menina de Ouro','N/A','4.5','Https://www.adorocinema.com/filmes/filme-56714/','4,5','N,/,A'
'Tempo de Matar','N/A','4.5','Https://www.adorocinema.com/filmes/filme-15283/','4,5','N,/,A'
'Homem-Aranha: Sem Volta para Casa','N/A','3.5','Https://www.adorocinema.com/filmes/filme-256880/','3,5','N,/,A'
'Piratas do Caribe - O Baú da Morte','N/A','4.5','Https://www.adorocinema.com/filmes/filme-57138/','4,5','N,/,A'
'Mary Poppins','N/A','4.5','Https://www.adorocinema.com/filmes/filme-426/','4,5','N,/,A'
'O Hobbit: Uma Jornada Inesperada','N/A','3.3','Https://www.adorocinema.com/filmes/filme-119089/','3,3','N,/,A'
'A Cor Púrpura','N/A','4.5','Https://www.adorocinema.com/filmes/filme-2099/','4,5','N,/,A'
'Como Treinar o seu Dragão 3','N/A','3.7','Https://www.adorocinema.com/filmes/filme-222451/','3,7','N,/,A'
'O Hobbit: A Desolação de Smaug','N/A','3.8','Https://www.adorocinema.com/filmes/filme-186918/','3,8','N,/,A'
'Bohemian Rhapsody','N/A','3.1','Https://www.adorocinema.com/filmes/filme-185719/','3,1','N,/,A'
'Meu Malvado Favorito 2','N/A','3.3','Https://www.adorocinema.com/filmes/filme-190299/','3,3','N,/,A'
'Milagre na Cela 7','N/A','4.5','Https://www.adorocinema.com/filmes/filme-275065/','4,5','N,/,A'
'Quanto Mais Quente Melhor','N/A','5.0','Https://www.adorocinema.com/filmes/filme-26186/','5,0','N,/,A'
'Vingadores: Era de Ultron','N/A','3.7','Https://www.adorocinema.com/filmes/filme-198488/','3,7','N,/,A'
'O Grande Truque','N/A','4.5','Https://www.adorocinema.com/filmes/filme-108998/','4,5','N,/,A'
'Velozes & Furiosos 7','N/A','3.4','Https://www.adorocinema.com/filmes/filme-198750/','3,4','N,/,A'
'Náufrago','N/A','4.5','Https://www.adorocinema.com/filmes/filme-27770/','4,5','N,/,A'
'Capitão América: Guerra Civil','N/A','4.1','Https://www.adorocinema.com/filmes/filme-215143/','4,1','N,/,A'
'Pantera Negra','N/A','4.3','Https://www.adorocinema.com/filmes/filme-130336/','4,3','N,/,A'
'Clube de Compras Dallas','N/A','3.8','Https://www.adorocinema.com/filmes/filme-137097/','3,8','N,/,A'
'Zootopia: Essa Cidade é o Bicho','N/A','4.0','Https://www.adorocinema.com/filmes/filme-223207/','4,0','N,/,A'
'Os Infiltrados','N/A','4.5','Https://www.adorocinema.com/filmes/filme-55983/','4,5','N,/,A'
'Harry Potter e a Ordem da Fênix','N/A','4.5','Https://www.adorocinema.com/filmes/filme-58608/','4,5','N,/,A'
'O Hobbit: A Batalha dos Cinco Exércitos','N/A','3.3','Https://www.adorocinema.com/filmes/filme-210516/','3,3','N,/,A'
'De Volta para o Futuro 3','N/A','4.5','Https://www.adorocinema.com/filmes/filme-29289/','4,5','N,/,A'
'Um Sonho Possível','N/A','4.5','Https://www.adorocinema.com/filmes/filme-132048/','4,5','N,/,A'
'O Curioso Caso de Benjamin Button','N/A','4.5','Https://www.adorocinema.com/filmes/filme-57060/','4,5','N,/,A'
'Guardiões da Galáxia Vol. 3','N/A','3.4','Https://www.adorocinema.com/filmes/filme-246641/','3,4','N,/,A'
'Na Natureza Selvagem','N/A','4.5','Https://www.adorocinema.com/filmes/filme-110101/','4,5','N,/,A'
'O Pequeno Príncipe','N/A','3.8','Https://www.adorocinema.com/filmes/filme-178545/','3,8','N,/,A'
'Homem-Aranha no Aranhaverso','N/A','4.0','Https://www.adorocinema.com/filmes/filme-233998/','4,0','N,/,A'
'Ratatouille','N/A','4.8','Https://www.adorocinema.com/filmes/filme-46211/','4,8','N,/,A'
'Meu Malvado Favorito','N/A','4.5','Https://www.adorocinema.com/filmes/filme-140623/','4,5','N,/,A'
'Deadpool','N/A','3.9','Https://www.adorocinema.com/filmes/filme-146349/','3,9','N,/,A'
'Uma Linda Mulher','N/A','4.5','Https://www.adorocinema.com/filmes/filme-6200/','4,5','N,/,A'
'E.T. - O Extraterrestre','N/A','4.5','Https://www.adorocinema.com/filmes/filme-29718/','4,5','N,/,A'
'Garota Exemplar','N/A','4.1','Https://www.adorocinema.com/filmes/filme-217882/','4,1','N,/,A'
'Homem de Ferro','N/A','4.5','Https://www.adorocinema.com/filmes/filme-53751/','4,5','N,/,A'
'Como Treinar o seu Dragão','N/A','4.5','Https://www.adorocinema.com/filmes/filme-123534/','4,5','N,/,A'
'Operação Big Hero','N/A','3.7','Https://www.adorocinema.com/filmes/filme-209529/','3,7','N,/,A'
'Harry Potter e o Enigma do Príncipe','N/A','4.5','Https://www.adorocinema.com/filmes/filme-116305/','4,5','N,/,A'
'Meu Nome é Radio','N/A','4.5','Https://www.adorocinema.com/filmes/filme-45300/','4,5','N,/,A'
'O Exorcista','N/A','4.5','Https://www.adorocinema.com/filmes/filme-27765/','4,5','N,/,A'
'Tropa de Elite 2','N/A','4.5','Https://www.adorocinema.com/filmes/filme-189340/','4,5','N,/,A'
'Mulher-Maravilha','N/A','3.6','Https://www.adorocinema.com/filmes/filme-173720/','3,6','N,/,A'
'Toy Story 2','N/A','4.5','Https://www.adorocinema.com/filmes/filme-22323/','4,5','N,/,A'
'Edward Mãos de Tesoura','N/A','4.5','Https://www.adorocinema.com/filmes/filme-27624/','4,5','N,/,A'
'O Rei do Show','N/A','2.9','Https://www.adorocinema.com/filmes/filme-170828/','2,9','N,/,A'
'O Jogo Da Imitação','N/A','3.3','Https://www.adorocinema.com/filmes/filme-198371/','3,3','N,/,A'
'Indiana Jones e a Última Cruzada','N/A','4.5','Https://www.adorocinema.com/filmes/filme-5032/','4,5','N,/,A'
'Amadeus','N/A','4.5','Https://www.adorocinema.com/filmes/filme-67/','4,5','N,/,A'
'O Show de Truman','N/A','4.5','Https://www.adorocinema.com/filmes/filme-18671/','4,5','N,/,A'
'Uma Prova de Amor','N/A','4.5','Https://www.adorocinema.com/filmes/filme-130304/','4,5','N,/,A'
'Relatos Selvagens','N/A','4.2','Https://www.adorocinema.com/filmes/filme-221270/','4,2','N,/,A'
'As Vantagens de Ser Invisível','N/A','3.8','Https://www.adorocinema.com/filmes/filme-182120/','3,8','N,/,A'
'Os Incríveis','N/A','4.5','Https://www.adorocinema.com/filmes/filme-53096/','4,5','N,/,A'
'Spirit - O Corcel Indomável','N/A','4.5','Https://www.adorocinema.com/filmes/filme-42151/','4,5','N,/,A'
'A Era do Gelo','N/A','4.5','Https://www.adorocinema.com/filmes/filme-35784/','4,5','N,/,A'
'Bonequinha de Luxo','N/A','4.5','Https://www.adorocinema.com/filmes/filme-2736/','4,5','N,/,A'
'Jogo da Vida','N/A','4.5','Https://www.adorocinema.com/filmes/filme-206100/','4,5','N,/,A'
'A Sociedade da Neve','N/A','4.5','Https://www.adorocinema.com/filmes/filme-267338/','4,5','N,/,A'
'Gato de Botas 2: O Último Pedido','N/A','4.5','Https://www.adorocinema.com/filmes/filme-228395/','4,5','N,/,A'
'Super Mario Bros. - O Filme','N/A','3.1','Https://www.adorocinema.com/filmes/filme-234099/','3,1','N,/,A'
'O Último Samurai','N/A','4.5','Https://www.adorocinema.com/filmes/filme-46943/','4,5','N,/,A'
'Invocação do Mal','N/A','3.7','Https://www.adorocinema.com/filmes/filme-203607/','3,7','N,/,A'
'Marley & Eu','N/A','4.5','Https://www.adorocinema.com/filmes/filme-126412/','4,5','N,/,A'
'Sete Vidas','N/A','4.5','Https://www.adorocinema.com/filmes/filme-130769/','4,5','N,/,A'
'Nasce uma Estrela','N/A','3.7','Https://www.adorocinema.com/filmes/filme-173109/','3,7','N,/,A'
'Código de Conduta','N/A','4.5','Https://www.adorocinema.com/filmes/filme-134690/','4,5','N,/,A'
'Lion - Uma Jornada Para Casa','N/A','3.0','Https://www.adorocinema.com/filmes/filme-229070/','3,0','N,/,A'
'Piratas do Caribe - No Fim do Mundo','N/A','4.5','Https://www.adorocinema.com/filmes/filme-57139/','4,5','N,/,A'
